district,transaction type,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,subsidiary building area,balcony area,elevator
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段271~300號,35.61,住,,,1090519,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991104,180.18,3,2,2,有,有,21474566,119184,坡道平面,0,0,向政府機關承購之案件。,RPOOMLLKOHPFFAA47CA,96.26,0,11.11,有
中正區,房地(土地+建物),臺北市中正區水源路27巷1~30號,20.04,住,,,1090411,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,37.16,0,0,0,無,無,7000000,188375,,0,0,,RPXNMLPJOHPFFAA58CA,30.23,0,6.93,無
大同區,房地(土地+建物),臺北市大同區延平北路四段61~90號,15.2,住,,,1090326,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660517,68.16,0,2,1,有,無,7910000,116050,,0,0,,RPUNMLNJOHPFFBA18CA,65.19,0,2.97,無
萬華區,房地(土地+建物),臺北市萬華區環河南路二段121~150號,6.62,其他,,,1090505,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,690729,42.21,1,1,1,有,無,3000000,71073,,0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPWNMLNJOHPFFBA38CA,31.73,0,0,有
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段151~180號,17.01,其他,,,1090205,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,239.18,0,0,0,無,有,55200000,253713,坡道平面,29.1,1900000,1.毛胚屋2.登記權利人為三人,RPQOMLKKOHPFFCA77CA,122.2,3.26,17.12,有
內湖區,房地(土地+建物)+車位,臺北市內湖區安康路331~360號,13.76,住,,,1090508,土地1建物1車位1,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,930611,77.61,1,1,1,有,有,8700000,112099,坡道平面,31.41,0,,RPTOMLKKOHPFFCA08CA,27.31,0,3.79,有
中山區,房地(土地+建物),臺北市中山區林森北路383巷1~30號,32.25,商,,,1090418,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,590902,100.13,3,2,3,有,無,16000000,159792,,0,0,含增建或未登記建物。;,RPOQMLSJOHPFFCA48CA,82.64,0,17.49,無
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街16巷61~90號,52.03,住,,,1090429,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020419,252.06,3,2,2,有,有,40500000,160676,坡道平面,38.96,0,,RPWPMLKKOHPFFCA48CA,126.2,11.39,12.71,有
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段317巷1~30號,24.02,商,,,1090417,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040630,315.65,4,2,2,有,有,53000000,167907,坡道平面,69.3,0,,RPSNMLNJOHPFFCA08CA,150.16,2.8,14.61,有
內湖區,房地(土地+建物),臺北市內湖區文德路66巷13弄1~30號,40.91,住,,,1090426,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730127,128.32,2,2,2,有,有,19500000,151964,,0,0,含增建或未登記建物。;,RPTNMLNJOHPFFCA18CA,84.46,12.9,0,無
中山區,房地(土地+建物),臺北市中山區民族東路512巷13弄1~30號,29.37,住,,,1090419,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730512,116.74,3,2,2,有,無,17450000,149477,,0,0,含增建或未登記建物。;,RPVNMLNJOHPFFCA38CA,97.32,0,13.98,無
中山區,房地(土地+建物)+車位,臺北市中山區德惠街1~30號,19.92,商,,,1090418,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041221,223.88,3,2,2,有,有,49200000,219751,坡道平面,0,0,含增建或未登記建物。;,RPOOMLNJOHPFFCA77CA,113.44,2.57,11.55,有
內湖區,房地(土地+建物),臺北市內湖區文德路66巷38弄1~30號,39.48,住,,,1090426,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730211,121.66,3,2,1,有,有,15450000,126993,,0,0,含增建或未登記建物。;,RPQOMLNJOHPFFCA97CA,79.05,0,12.51,無
大同區,房地(土地+建物)+車位,臺北市大同區環河北路一段301~330號,30.22,其他,,,1090420,土地1建物1車位2,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980828,212.07,4,2,2,有,有,28500000,134390,升降機械,26.22,0,,RPXOMLNJOHPFFBA58CA,113.98,0,13.2,有
大同區,房地(土地+建物)+車位,臺北市大同區民權西路151~180號,10.75,商,,,1020402,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,112.57,2,2,1,有,有,22400000,205897,坡道機械,12.52,1800000,土地及建物分次登記案件。前案土地登記收件字號：;,RPVOMLSJOHPFFBA88CA,59.4,0,8.78,有
大同區,房地(土地+建物)+車位,臺北市大同區民權西路151~180號,14.91,商,,,1020402,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,151.02,3,2,2,有,有,30600000,207942,坡道機械,12.52,1800000,土地及建物分次登記案件。前案土地登記收件字號：;,SPVOMLSJOHPFFBA98CA,85.75,0,9.37,有
大同區,房地(土地+建物)+車位,臺北市大同區承德路三段1~30號,16.95,商,,,1090430,土地3建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990903,164.99,3,2,2,有,有,31000000,187879,坡道平面,0.13,0,親友、員工或其他特殊關係間之交易。;,RPTNMLTLOHPFFBA88CA,71.65,5.98,7.58,有
信義區,房地(土地+建物),臺北市信義區嘉興街271~300號,5.21,住,,,1090423,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,780505,40.25,1,0,1,有,無,8280000,205714,,0,0,含增建或未登記建物。;,RPQNMLNJOHPFFDA97CA,29.63,0,2.62,有
信義區,房地(土地+建物),臺北市信義區忠孝東路五段790巷31~60號,27.7,住,,,1090509,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720111,110.79,3,2,2,有,無,16750000,151187,,0,0,,RPTNMLNJOHPFFDA28CA,93.81,0,11.76,無
南港區,房地(土地+建物),臺北市南港區研究院路三段68巷1~30號,28.12,住,,,1090414,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,93.24,2,2,1,有,無,9280000,99528,,0,0,含增建或未登記建物。;,RPUNMLNJOHPFFDA38CA,85.09,0,8.15,無
中山區,房地(土地+建物),臺北市中山區五常街53巷1~30號,26.28,商,,,1090508,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700413,95.54,3,2,1,有,無,7950000,83211,,0,0,親友、員工或其他特殊關係間之交易。;,RPTQMLPKOHPFFCA78CA,83.45,0,12.09,無
中山區,房地(土地+建物),臺北市中山區德惠街91~120號,33,住,,,1090410,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610615,92.91,3,2,2,有,無,16630000,178990,,0,0,,RPQPMLMKOHPFFCA08CA,92.91,0,0,無
信義區,房地(土地+建物)+車位,臺北市信義區松德路91~120號,14.87,住,,,1090518,土地1建物2車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831006,195.34,4,2,2,有,有,45000000,230368,坡道平面,33.75,0,,RPOPMLPJOHPFFDA18CA,152.33,3.04,14.43,有
信義區,房地(土地+建物),臺北市信義區吳興街600巷51弄1~30號,24.75,住,,,1090325,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670328,69.36,3,1,1,有,無,5200000,74971,,0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLKKOHPFFDA48CA,60.81,8.55,0,無
大同區,房地(土地+建物)+車位,臺北市大同區民族西路225巷1~30號,37.71,住,,,1090424,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940615,171.81,2,2,2,有,有,27500000,179546,坡道平面,32.57,2500000,含增建或未登記建物。,RPWNMLSJOHPFFBA98DA,90.46,2.22,9.22,有
萬華區,房地(土地+建物),臺北市萬華區中華路一段151~180號,5.45,商,,,1090428,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941007,65.61,1,2,1,有,有,14850000,226337,,0,0,,RPSNMLNKOHPFFBA18DA,39.21,0,3.89,有
大安區,房地(土地+建物),臺北市大安區新生南路一段161巷1~30號,46.58,住,,,1090429,土地1建物1車位0,四層，陽臺,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,600625,186.84,3,2,2,有,有,51880000,277671,,0,0,,RPVPMLLJPHPFFFA78CA,186.84,0,0,有
大安區,房地(土地+建物)+車位,臺北市大安區大安路一段106巷1~30號,30.57,住,,,1090402,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721130,223.23,4,2,2,有,有,55000000,246383,坡道平面,0,0,含增建或未登記建物。;,RPTNMLOJOHPFFFA58CA,161.53,1.85,28.56,有
大安區,房地(土地+建物),臺北市大安區樂利路5巷1~30號,24.06,住,,,1090518,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730130,86.89,2,2,1,有,無,16800000,193348,,0,0,,RPQOMLMJOHPFFFA18CA,65.85,0,11.44,無
大安區,房地(土地+建物),臺北市大安區仁愛路四段27巷1~30號,40.5,住,,,1090407,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670823,206.43,4,2,2,有,有,60580000,293465,,0,0,含增建或未登記建物。;,RPVNMLNJOHPFFFA68CA,180.32,0,26.11,有
大安區,房地(土地+建物),臺北市大安區仁愛路三段51巷1~30號,36.3,住,,,1090407,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671214,130.36,2,2,2,有,無,45000000,345198,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLRLOHPFFFA88CA,111.91,18.45,0,無
士林區,房地(土地+建物),臺北市士林區士東路31~60號,31.65,住,,,1090329,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740214,131.56,3,2,2,有,無,17300000,131499,,0,0,含增建或未登記建物。;,RPRPMLQKOHPFFEA78CA,109.15,0,9.28,無
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路347巷91~120號,81.44,住,,,1090218,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950522,188.56,3,2,2,有,有,36000000,223557,坡道平面,38.71,2500000,含增建或未登記建物。,RPSRMLMJOHPFFCA48DA,97.45,6.63,10.71,有
萬華區,房地(土地+建物),臺北市萬華區萬大路541~570號,27.25,住,,,1090413,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580826,81.54,3,2,2,有,無,5000000,61320,,0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLNLOHPFFBA48DA,81.54,0,0,無
信義區,房地(土地+建物),臺北市信義區永吉路31~60號,2.96,商,,,1090421,土地1建物1車位0,五層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960524,38.84,1,1,1,有,有,8500000,218847,,0,0,含增建或未登記建物。;,RPSQMLMJOHPFFDA48DA,24.13,0.99,0,有
松山區,房地(土地+建物),臺北市松山區民生東路五段69巷1~30號,5.35,住,,,1090502,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,680920,28.54,0,1,1,有,有,6880000,241065,,0,0,含增建或未登記建物。,RPSPMLPJOHPFFDA68DA,18.89,0,3.42,有
信義區,房地(土地+建物),臺北市信義區永吉路278巷28弄1~30號,27.25,住,,,1090501,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660110,81.49,5,3,2,有,無,14800000,181617,,0,0,含增建或未登記建物。,RPQQMLSJOHPFFDA88DA,70.48,0,11.01,無
大安區,房地(土地+建物),臺北市大安區臥龍街195巷1~30號,20.18,住,,,1090502,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670106,93.64,3,2,1,有,無,12000000,128150,,0,0,含增建或未登記建物。,RPSNMLNJOHPFFFA48DA,82.66,0,10.98,無
大安區,房地(土地+建物),臺北市大安區浦城街1~30號,17.55,住,,,1090405,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640730,51.81,2,2,1,有,無,12000000,231616,,0,0,含增建或未登記建物。,RPTNMLTJOHPFFFA56DA,40.32,0,2.22,無
北投區,房地(土地+建物),臺北市北投區石牌路一段39巷80弄1~30號,27.5,住,,,1090414,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710820,98.9,4,2,1,有,無,13880000,140344,,0,0,含增建或未登記建物。,RPOPMLSKOHPFFEA78DA,83.31,0,15.59,無
士林區,房地(土地+建物),臺北市士林區士商路121~150號,56.06,住,,,1090417,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951019,239.69,5,4,4,有,有,69550000,290166,,0,0,含增建或未登記建物。,RPUPMLSJOHPFFEA66DA,92.92,12.62,66.72,有
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段348巷1~30號,18.17,住,,,1090428,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890211,59.79,2,1,1,有,有,10800000,171492,塔式車位,5.56,1500000,含增建或未登記建物。,RPROMLSJOHPFFEA88DA,34.02,1.5,3.8,有
士林區,房地(土地+建物),臺北市士林區天母東路81巷1~30號,28.95,住,,,1090428,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720802,96.94,5,2,2,有,無,16800000,173303,,0,0,含增建或未登記建物。,RPVPMLOJOHPFFEA98DA,77.01,0,12.66,無
松山區,房地(土地+建物),臺北市松山區八德路二段331~360號,2.6,商,,,1090418,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123,29.59,1,0,1,有,有,9500000,321054,,0,0,含增建或未登記建物。,RPOPMLPKOHPFFDA38DA,15.25,1.09,3.5,有
松山區,房地(土地+建物),臺北市松山區南京東路五段66巷2弄1~30號,25,住,,,1081223,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670307,100.11,3,2,2,有,無,19500000,194786,,0,0,含增建或未登記建物。,RPROMLKKOHPFFDA08DA,88.42,0,11.69,無
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街23巷1~30號,27.3,住,,,1090515,土地1建物1車位1,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840728,63.52,2,2,1,有,無,7880000,124055,升降機械,0,0,含增建或未登記建物。,RPSQMLTJOHPFFCA09DA,28.56,1.87,5.22,無
中山區,房地(土地+建物),臺北市中山區德惠街3巷1~30號,6.04,商,,,1090501,土地1建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,951229,30.86,1,1,1,有,有,6120000,198315,,0,0,,RPSQMLSJOHPFFCA98DA,19.8,0.49,0,有
士林區,房地(土地+建物),臺北市士林區文林路587巷1~30號,44.33,住,,,1090420,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,581129,89.13,3,1,1,有,無,11600000,130147,,0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLMKOHPFFEA58CA,89.13,0,0,無
大安區,房地(土地+建物)+車位,臺北市大安區敦南街61~90號,61.4,住,,,1090518,土地1建物1車位3,二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051005,559.4,4,2,4,有,有,164260000,293636,坡道平面,118.89,0,,RPVOMLOLOHPFFFA09CA,335.76,23.55,26.85,有
大安區,房地(土地+建物),臺北市大安區建國南路二段91~120號,21.06,住,,,1090503,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750415,108.82,3,2,2,有,有,26100000,239846,,0,0,,RPWOMLSJOHPFFFA76CA,75.83,0.55,10.27,有
大安區,房地(土地+建物),臺北市大安區延吉街151~180號,8.77,住,,,1090415,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851210,45.23,1,1,1,有,有,10750000,237674,,0,0,,RPSOMLNJOHPFFFA48CA,25.83,0.45,3.35,有
大安區,房地(土地+建物)+車位,臺北市大安區四維路66巷1~30號,28.19,住,,,1090401,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840915,173.63,3,2,2,有,有,45000000,259172,坡道平面,0,0,,RPUOMLNJOHPFFFA68CA,88.84,1.23,11.4,有
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181巷31~60號,9.16,住,,,1090504,土地1建物1車位0,六層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,761230,38.99,1,1,1,有,有,9180000,235445,,0,0,含增建或未登記建物。;,RPQNMLOJOHPFFFA28CA,24.3,0.44,3.31,有
文山區,房地(土地+建物),臺北市文山區萬芳路105巷1~30號,33.45,住,,,1090515,土地5建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850215,58.35,3,2,2,有,無,9884000,169392,,0,0,,RPPNMLPJOHPFFAA87DA,39.34,2.25,5.22,有
文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷92弄1~30號,26.47,住,,,1090428,土地3建物1車位0,六層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920922,43.28,1,1,1,有,有,5800000,134011,,0,0,含增建或未登記建物。;,RPQNMLOKOHPFFAA97DA,25.97,0,3.82,有
萬華區,房地(土地+建物),臺北市萬華區環河南路二段250巷1~30號,12.04,住,,,1090405,土地2建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761030,117.95,3,2,2,有,有,12200000,103434,,0,0,含增建或未登記建物。,RPWRMLQKOHPFFBA66DA,83.1,0,11.87,有
大同區,房地(土地+建物)+車位,臺北市大同區華亭街31~60號,7.02,商,,,1090415,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991101,76.1,2,2,1,有,有,13880000,187901,塔式車位,9.15,1300000,含增建或未登記建物。,RPOPMLNJOHPFFBA87DA,30.8,8.69,2.64,有
南港區,房地(土地+建物),臺北市南港區八德路四段871~900號,6.52,住,,,1081217,土地1建物3車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219,64.52,2,2,1,有,無,8000000,124012,,0,0,親友、員工或其他特殊關係間之交易。;,RPORMLLJPHPFFDA08CA,33.82,1.92,9,有
南港區,房地(土地+建物),臺北市南港區八德路四段871~900號,6.52,住,,,1081217,土地1建物3車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841219,58.9,2,2,1,有,無,7500000,127334,,0,0,親友、員工或其他特殊關係間之交易。;,RPQRMLLJPHPFFDA28CA,35,3.28,0.12,有
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段211~240號,4.65,其他,,,1090515,土地1建物2車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980331,68.14,1,1,1,有,有,13830000,202964,塔式車位,12.45,0,,RPRNMLSLOHPFFDA78CA,31.56,1.4,3.65,有
南港區,房地(土地+建物),臺北市南港區研究院路二段35巷31~60號,24,住,,,1090503,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660131,60.47,2,2,1,有,無,7880000,130313,,0,0,,RPPNMLOLOHPFFDA18CA,51.38,0,9.09,無
北投區,房地(土地+建物),臺北市北投區致遠一路一段125巷1~30號,19,住,,,1090425,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650922,69.55,3,2,1,有,無,11300000,162473,,0,0,含增建或未登記建物。;,RPPPMLNJOHPFFEA18CA,60.35,0,9.2,無
北投區,房地(土地+建物),臺北市北投區石牌路一段39巷36弄1~30號,30,住,,,1090331,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620122,86.63,2,2,1,有,無,12060000,139213,,0,0,含增建或未登記建物。;,RPUNMLOJOHPFFEA58CA,73.57,0,13.06,無
士林區,房地(土地+建物),臺北市士林區美崙街62巷1~30號,34.13,住,,,1090502,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690131,124.48,4,2,2,有,無,19000000,152635,,0,0,含增建或未登記建物。;,RPVNMLOJOHPFFEA68CA,100.61,0,23.87,無
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段441巷31~60號,72.02,住,,,1090430,土地1建物1車位2,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,901005,357.32,4,2,3,有,有,69880000,195567,坡道平面,104.26,0,含增建或未登記建物。;,RPWNMLOJOHPFFEA78CA,165.56,0,20.91,有
北投區,房地(土地+建物)+車位,臺北市北投區天母西路117巷52弄1~30號,97.45,住,,,1090331,土地1建物1車位2,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,881111,267.78,3,2,3,有,無,60000000,224065,坡道平面,0,0,,RPUNMLPJOHPFFEA68CA,161.54,0,11.65,有
北投區,房地(土地+建物),臺北市北投區自強街61~90號,20.53,住,,,1090412,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050715,90.65,2,2,1,有,有,18300000,201875,,0,0,,RPWQMLOJOHPFFEA09CA,44.48,4.7,6.04,有
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷31~60號,44.64,住,,,1090501,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,218.34,2,2,2,有,有,31000000,141980,坡道平面,43.98,0,,RPXOMLMKOHPFFEA88CA,102.89,9.05,7.23,有
中山區,房地(土地+建物),臺北市中山區林森北路107巷61~90號,0.72,商,,,1090521,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650605,3.61,3,1,1,有,有,570000,157895,,0,0,共有人持分買賣,RPXRMLKMOHPFFCA98CA,2.53,0,0.54,有
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街72巷17弄151~180號,67.39,住,,,1090515,土地1建物1車位1,五層，六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790221,221.61,4,2,3,有,有,22500000,101530,坡道平面,0,0,,RPRTMLNLOHPFFCA78CA,185.67,1.04,17.52,有
萬華區,房地(土地+建物)+車位,臺北市萬華區民和街81巷1~30號,20.61,住,,,1090429,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071105,150.94,2,2,2,有,有,22800000,175363,坡道平面,34.62,2400000,,RPOOMLOLOHPFFBA97CA,66.39,6.26,5.85,有
大同區,房地(土地+建物),臺北市大同區酒泉街61~90號,26.87,住,,,1090505,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710511,127.14,5,1,2,有,有,5834521,45891,,0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLTJOHPFFBA56CA,78.58,0,20.08,有
萬華區,房地(土地+建物)+車位,臺北市萬華區德昌街121~150號,47.09,住,,,1090510,土地1建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000131,299.45,3,2,2,有,有,49000000,193945,坡道平面,71.55,4800000,,RPPOMLMKOHPFFBA77CA,133.68,6.9,12.27,有
萬華區,房地(土地+建物),臺北市萬華區國興路1巷1~30號,12.4,住,,,1090313,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,710702,46.27,1,1,1,有,有,6500000,140480,,0,0,,RPPNMLOKOHPFFBA87CA,31.51,0,3.78,有
大同區,房地(土地+建物),臺北市大同區大龍街1~30號,21.25,住,,,1090424,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610616,70.6,2,1,1,有,無,5000000,70822,,0,0,親友、員工或其他特殊關係間之交易。;防火巷增建,RPQPMLOJOHPFFBA08CA,70.6,0,0,無
