district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Beitou District,Land+Building,10.58,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,69.0,50.05,1,1,1,1,No carpark,0.0,0,39.34,0.0,4.2,1,3900000,77922,69.0
Beitou District,Land+Building,10.42,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,89.0,45.73,1,1,1,1,No carpark,0.0,0,29.63,0.0,4.81,1,6350000,138859,89.0
Shilin District,Land+Building+Garage,44.33,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,86.0,170.36,4,2,1,1,Ramp Plane,33.14,2800000,88.64,1.93,12.22,1,34600000,231745,86.0
Shilin District,Land+Building,27.96,109,1,2,0,8.0,Apartment_5to10storey,Reinforced Concrete,74.0,150.61,3,2,1,1,No carpark,0.0,0,122.07,0.0,16.01,1,38660000,256689,74.0
Beitou District,Land+Building,30.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,78.6,3,1,1,0,No carpark,0.0,0,68.52,0.0,10.08,0,7440000,94656,64.0
Shilin District,Land+Building,29.56,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,125.72,3,2,1,0,No carpark,0.0,0,110.35,12.95,0.0,0,27000000,214763,73.0
Shilin District,Land+Building,34.2,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,123.38,3,2,1,0,No carpark,0.0,0,107.32,0.0,11.66,0,17080000,138434,74.0
Shilin District,Land+Building,16.29,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,81.0,74.16,2,1,1,1,No carpark,0.0,0,52.91,0.0,6.56,1,16660000,224649,81.0
Beitou District,Land+Building+Garage,88.7,109,2,1,2,4.0,Apartment_5storey,Reinforced Concrete,85.0,242.26,6,3,1,1,Ramp Plane,0.0,3500000,111.34,23.15,12.52,0,18000000,74300,85.0
Beitou District,Land+Building+Garage,39.06,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,165.33,4,2,1,1,Tower,11.74,2000000,81.55,12.08,8.39,1,33000000,201836,98.0
Beitou District,Land+Building+Garage,12.11,109,1,1,1,23.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,96.0,162.79,3,2,1,1,Ramp Plane,41.6,2000000,71.82,3.0,4.54,1,25600000,194736,96.0
Shilin District,Land+Building+Garage,42.54,109,1,1,1,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,85.0,229.39,2,2,1,1,Ramp Plane,0.0,3000000,130.29,1.35,19.57,1,44500000,193993,85.0
Xinyi District,Land+Building+Garage,78.98,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,81.0,336.82,4,4,1,1,Ramp Plane,0.0,0,258.3,7.22,17.56,1,105000000,311739,81.0
Xinyi District,Land+Building,12.69,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,63.0,39.99,3,1,1,0,No carpark,0.0,0,39.99,0.0,0.0,0,6300000,157539,63.0
Nangang District,Land+Building,7.7,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,86.0,54.67,2,1,1,1,No carpark,0.0,0,25.76,16.16,3.08,1,12280000,224620,86.0
Nangang District,Land+Building+Garage,6.8,109,1,1,1,25.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,114.58,1,1,1,1,Ramp Plane,36.33,2200000,43.07,4.09,5.0,1,21200000,242812,101.0
Xinyi District,Land+Building,26.9,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,75.0,139.02,3,2,1,0,No carpark,0.0,0,97.47,7.59,12.02,1,26000000,187023,75.0
Songshan District,Land+Building,21.36,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,96.0,89.82,2,2,1,1,No carpark,0.0,0,52.17,1.41,11.32,1,26500000,295035,96.0
Xinyi District,Land+Building,10.04,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,85.0,34.1,1,1,1,1,No carpark,0.0,0,19.7,0.0,2.61,1,5200000,152493,85.0
Xinyi District,Land+Building,27.39,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,153.23,6,0,1,1,No carpark,0.0,0,118.96,2.32,0.0,1,36000000,234941,
Xinyi District,Land+Building,32.02,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,127.15,6,3,1,0,No carpark,0.0,0,95.93,7.84,10.51,0,18000000,141565,74.0
Nangang District,Land+Building,29.7,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,103.41,3,2,1,1,No carpark,0.0,0,87.3,0.0,4.38,0,9450000,91384,
Nangang District,Land+Building+Garage,47.37,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,96.0,216.26,4,2,1,1,Ramp Plane,0.0,2500000,112.44,5.71,14.05,1,36880000,170535,96.0
Xinyi District,Land+Building,28.41,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,161.04,4,4,1,1,No carpark,0.0,0,115.97,0.0,11.44,1,34000000,211128,
Zhongshan District,Land+Building,26.93,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,133.55,3,2,1,1,No carpark,0.0,0,118.91,0.0,7.44,1,23000000,172220,72.0
Zhongshan District,Land+Building,5.17,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,68.0,29.33,0,0,0,1,No carpark,0.0,0,21.08,0.0,3.37,1,4500000,153427,68.0
Zhongshan District,Land+Building,5.4,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,43.89,0,0,0,1,No carpark,0.0,0,29.93,1.01,1.96,1,7380000,168148,77.0
Zhongshan District,Land+Building,18.24,109,2,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,85.0,64.8,2,1,1,0,No carpark,0.0,0,46.79,0.51,2.47,1,12480000,192593,85.0
Zhongshan District,Land+Building+Garage,12.32,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,172.03,3,2,1,1,Ramp Plane,0.0,0,78.77,5.27,9.81,1,32500000,188921,101.0
Zhongshan District,Land+Building,12.34,109,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,83.61,2,1,1,0,No carpark,0.0,0,66.51,0.0,14.21,1,14000000,167444,72.0
Neihu District,Land+Building,31.46,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,105.77,3,2,1,0,No carpark,0.0,0,91.06,0.0,14.71,0,15200000,143708,69.0
Neihu District,Land+Building,29.11,109,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,91.46,3,2,1,0,No carpark,0.0,0,83.34,0.0,8.12,0,13000000,142139,69.0
Datong District,Land+Building+Garage,22.64,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,246.24,2,2,1,1,Ramp Machinery,13.07,1500000,138.69,11.12,11.6,1,62000000,259467,103.0
Datong District,Land+Building,22.16,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,119.21,3,1,1,1,No carpark,0.0,0,70.32,0.0,7.86,1,23880000,200319,93.0
Wanhua District,Land+Building,32.0,109,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,88.25,2,2,1,0,No carpark,0.0,0,76.45,0.0,11.8,0,8500000,96317,64.0
Wenshan District,Land+Building,26.36,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,95.02,6,6,1,0,No carpark,0.0,0,83.83,0.0,11.19,0,12300000,129446,
Wenshan District,Land+Building,54.4,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,169.77,4,3,1,0,No carpark,0.0,0,152.27,0.0,17.5,0,20880000,122990,69.0
ZhongZheng District,Land+Building,23.86,109,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,111.82,4,2,1,0,No carpark,0.0,0,93.83,0.0,17.99,1,19880000,177786,70.0
Wenshan District,Land+Building,46.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,109.62,3,1,1,0,No carpark,0.0,0,109.62,0.0,0.0,0,14500000,132275,61.0
Wenshan District,Land+Building+Garage,17.76,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,93.0,88.42,1,1,1,1,Ramp Machinery,34.72,1200000,32.05,0.0,3.79,1,10000000,163873,93.0
Daan District,Land+Building,29.9,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,69.0,160.71,4,2,1,1,No carpark,0.0,0,121.55,0.0,19.4,1,39900000,248273,69.0
Daan District,Land+Building,18.75,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,95.0,88.04,1,1,1,1,No carpark,0.0,0,45.25,6.94,5.99,1,30360000,344843,95.0
Daan District,Land+Building,27.34,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,78.0,133.24,3,2,1,0,No carpark,0.0,0,109.43,0.0,12.07,1,32280000,242270,78.0
Daan District,Land+Building,12.18,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,71.0,108.63,3,2,1,1,No carpark,0.0,0,89.82,0.0,6.23,1,37500000,345209,71.0
Daan District,Land+Building+Garage,32.9,109,1,2,2,23.0,Apartment_11storeyorgreater,Other,105.0,321.68,3,3,1,1,Ramp Plane,49.6,7000000,163.0,10.69,14.48,1,98880000,337695,105.0
Daan District,Land+Building,26.92,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,78.22,2,1,1,0,No carpark,0.0,0,67.96,0.0,10.26,0,20880000,266939,
Daan District,Land+Building,3.89,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,45.02,1,1,1,1,No carpark,0.0,0,22.7,3.58,2.99,1,13880000,308307,98.0
Daan District,Land+Building+Garage,26.79,109,1,1,1,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,101.0,199.63,3,2,1,1,Ramp Plane,0.0,0,99.2,4.82,9.12,1,55280000,276912,101.0
Shilin District,Land+Building,27.49,109,1,5,0,5.0,Apartment_5storey,Precast Reinforced Concrete,68.0,102.72,3,1,1,0,No carpark,0.0,0,89.64,0.0,13.08,0,15250000,148462,68.0
Beitou District,Land+Building+Garage,114.08,109,1,1,3,5.0,Apartment_5to10storey,Reinforced Concrete,105.0,356.27,3,2,1,1,Ramp Plane,122.31,5000000,135.21,1.68,12.35,1,49200000,188921,105.0
Shilin District,Land+Building,17.4,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,64.9,2,1,1,0,No carpark,0.0,0,56.36,0.0,8.54,0,9300000,143297,68.0
Beitou District,Land+Building,33.7,109,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,123.74,3,2,1,0,No carpark,0.0,0,101.48,0.0,22.26,0,13650000,110312,67.0
Beitou District,Land+Building,8.72,109,1,2,0,9.0,Apartment_5to10storey,Reinforced Concrete,85.0,36.22,1,1,1,1,No carpark,0.0,0,25.21,0.81,1.86,1,5800000,160133,85.0
Beitou District,Land+Building,65.0,109,1,1,0,2.0,House,Strengthened Brickwork,56.0,104.42,5,3,1,0,No carpark,0.0,0,104.42,0.0,0.0,0,26500000,253783,56.0
Shilin District,Land+Building+Garage,48.88,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,106.0,113.08,2,1,1,1,Lifting Plane,18.05,1800000,56.26,0.0,5.68,1,23380000,227086,106.0
Beitou District,Land+Building,25.25,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,88.39,4,2,1,0,No carpark,0.0,0,77.07,11.32,0.0,0,15550000,175925,71.0
Nangang District,Land+Building+Garage,30.16,109,1,1,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,293.89,3,2,1,1,Ramp Plane,0.0,0,116.82,21.07,13.33,1,44500000,151417,101.0
Nangang District,Land+Building+Garage,63.33,109,1,1,2,8.0,Apartment_5to10storey,Reinforced Concrete,96.0,268.41,4,2,1,1,Ramp Plane,83.82,5000000,121.38,2.5,9.11,1,38680000,182458,96.0
Nangang District,Land+Building,56.69,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,125.84,4,2,1,1,No carpark,0.0,0,100.38,0.0,21.04,0,19800000,157343,
Xinyi District,Land+Building,29.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,88.47,3,2,1,0,No carpark,0.0,0,79.97,0.0,8.5,0,14500000,163897,61.0
Xinyi District,Land+Building+Garage,72.87,109,1,1,1,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,86.0,268.93,0,0,0,1,Ramp Plane,0.0,0,151.88,5.26,17.87,1,82800000,307887,86.0
Nangang District,Land+Building,21.09,109,1,3,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,102.72,3,2,1,1,No carpark,0.0,0,63.57,0.0,11.16,1,25000000,243380,101.0
Zhongshan District,Land+Building,24.35,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,81.0,91.76,2,1,1,0,No carpark,0.0,0,55.7,2.75,5.6,1,20000000,217960,81.0
Zhongshan District,Land+Building+Garage,186.17,109,1,1,2,11.0,Apartment_11storeyorgreater,Reinforced Concrete,92.0,527.24,4,3,1,1,Ramp Plane,106.56,7000000,261.67,0.0,29.96,1,126000000,282875,92.0
Neihu District,Land+Building+Garage,23.2,109,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,136.61,2,1,1,1,Ramp Plane,0.0,0,68.02,0.0,8.92,1,24800000,181539,87.0
Zhongshan District,Land+Building+Garage,66.87,109,1,1,3,42.0,Apartment_11storeyorgreater,Other,103.0,593.98,0,0,0,1,Ramp Plane,113.7,11100000,298.09,0.0,40.46,1,300000000,601524,103.0
Zhongshan District,Land+Building,14.21,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,108.0,74.65,1,1,1,1,No carpark,0.0,0,40.29,0.0,3.47,1,20320000,272204,108.0
Neihu District,Land+Building,31.88,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,114.85,3,2,1,0,No carpark,0.0,0,98.55,12.28,0.0,0,22800000,198520,74.0
Zhongshan District,Land+Building,7.14,109,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,40.86,0,0,0,1,No carpark,0.0,0,24.01,1.47,1.73,1,9500000,232501,97.0
Neihu District,Land+Building+Garage,32.52,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,94.0,158.07,3,2,1,1,Ramp Plane,39.61,0,74.99,1.45,8.33,1,25700000,162586,94.0
Neihu District,Land+Building+Garage,32.52,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,94.0,158.07,3,2,1,1,Ramp Plane,39.61,0,74.99,1.45,8.33,1,25700000,162586,94.0
Zhongshan District,Land+Building+Garage,40.71,109,1,1,1,8.0,Apartment_5to10storey,Other,92.0,233.45,3,2,1,1,Ramp Plane,46.48,0,118.06,0.0,13.24,1,49000000,209886,92.0
Zhongshan District,Land+Building+Garage,6.01,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,73.66,1,1,1,1,Tower,14.68,1500000,31.87,3.63,1.95,1,13000000,194981,101.0
Neihu District,Land+Building,35.98,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,66.0,100.71,3,1,1,0,No carpark,0.0,0,85.33,0.0,15.38,0,11800000,117168,66.0
Neihu District,Land+Building+Garage,42.7,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,108.0,184.35,3,2,1,1,other,21.78,1000000,88.87,6.49,8.99,1,36200000,216522,108.0
Zhongshan District,Land+Building,5.05,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,30.13,1,1,1,1,No carpark,0.0,0,21.02,0.0,2.4,1,4450000,147693,73.0
Zhongshan District,Land+Building,4.0,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,68.0,36.81,1,1,1,1,No carpark,0.0,0,29.81,0.0,0.0,1,6600000,179299,68.0
Neihu District,Land+Building+Garage,40.65,109,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,266.16,3,2,1,1,Ramp Plane,30.02,0,107.01,10.32,14.31,1,37000000,139014,102.0
Wanhua District,Land+Building+Garage,15.06,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,134.17,2,1,1,1,Ramp Plane,35.24,1900000,61.58,0.0,5.74,1,21200000,195087,108.0
Wanhua District,Land+Building,12.53,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,45.08,5,2,1,0,No carpark,0.0,0,45.08,0.0,0.0,0,4300000,95386,
Wanhua District,Land+Building,6.65,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,76.33,2,1,1,1,No carpark,0.0,0,47.65,0.0,4.91,1,14220000,186296,95.0
Datong District,Land+Building,12.7,109,1,2,0,6.0,Apartment_5to10storey,Reinforced Concrete,108.0,65.49,1,1,1,0,No carpark,0.0,0,30.85,2.22,3.98,1,11100000,169492,108.0
Datong District,Land+Building,15.65,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,106.0,103.02,2,2,1,0,No carpark,0.0,0,52.7,4.22,4.02,1,20500000,198990,106.0
Wanhua District,Land+Building+Garage,23.12,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,189.27,3,2,1,1,Ramp Plane,34.74,2100000,93.73,1.58,9.29,1,33000000,199961,108.0
Wanhua District,Land+Building,45.63,109,1,4,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,213.45,4,2,1,1,No carpark,0.0,0,116.43,0.0,10.92,1,29600000,138674,97.0
Wanhua District,Land+Building,23.21,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,122.72,3,2,1,1,No carpark,0.0,0,92.84,8.57,10.9,1,19600000,159713,76.0
Datong District,Land+Building,32.75,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,109.5,3,2,1,0,No carpark,0.0,0,109.5,0.0,0.0,0,12080000,110320,
Wanhua District,Land+Building+Garage,40.52,109,1,4,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,189.3,3,2,1,1,Ramp Plane,0.0,0,103.07,0.0,9.77,1,27000000,142631,97.0
Wenshan District,Land+Building+Garage,32.84,109,1,2,1,7.0,Apartment_5to10storey,Reinforced Concrete,103.0,204.92,3,3,1,1,Ramp Plane,26.69,0,90.79,10.76,8.13,1,26600000,129800,103.0
Wenshan District,Land+Building,5.79,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,97.0,27.5,1,1,1,1,No carpark,0.0,0,14.14,1.36,2.14,1,6000000,218182,97.0
Wenshan District,Land+Building,15.38,109,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,83.0,71.31,2,1,1,1,No carpark,0.0,0,44.64,1.07,4.95,1,12430000,174309,83.0
Wenshan District,Land+Building,36.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,98.86,3,1,1,0,No carpark,0.0,0,70.55,0.0,28.31,0,14300000,144649,
Wenshan District,Land+Building,15.22,109,1,7,0,7.0,Apartment_5to10storey,Reinforced Concrete,84.0,43.43,1,1,1,1,No carpark,0.0,0,25.3,1.23,3.06,1,5000000,115128,84.0
Wenshan District,Land+Building,44.33,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,79.0,129.25,3,1,1,0,No carpark,0.0,0,84.64,31.33,8.49,0,14730000,113965,79.0
Wenshan District,Land+Building+Garage,95.63,109,1,1,1,4.0,Apartment_5to10storey,Reinforced Concrete,84.0,311.34,8,4,1,1,Ramp Plane,0.0,0,73.43,192.66,0.0,1,26500000,85113,84.0
Wenshan District,Land+Building+Garage,28.56,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,167.08,3,2,1,1,Ramp Plane,35.33,1800000,88.6,7.34,4.09,1,23200000,162429,101.0
Wenshan District,Land+Building,29.77,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,75.0,96.5,6,6,1,0,No carpark,0.0,0,76.82,0.0,14.8,0,9760000,101140,75.0
Wenshan District,Land+Building+Garage,18.3,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,171.09,3,2,1,1,Ramp Plane,49.8,0,76.76,4.36,7.4,1,25500000,149044,96.0
Wenshan District,Land+Building,42.96,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,78.0,121.25,3,2,1,0,No carpark,0.0,0,103.98,0.84,7.73,0,9900000,81649,78.0
Wenshan District,Land+Building,41.76,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,118.16,3,2,1,0,No carpark,0.0,0,91.69,0.0,14.3,0,18800000,159106,77.0
Wenshan District,Land+Building+Garage,64.3,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,100.0,143.23,3,2,1,1,Ramp Machinery,15.68,0,77.99,6.91,8.64,1,21500000,150108,100.0
Wenshan District,Land+Building,21.47,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,81.63,3,1,1,0,No carpark,0.0,0,63.99,0.0,13.13,0,10000000,122504,68.0
ZhongZheng District,Land+Building,4.12,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,40.5,1,1,1,1,No carpark,0.0,0,20.5,0.0,6.04,1,11035000,272469,95.0
Wenshan District,Land+Building+Garage,18.93,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,114.57,2,1,1,1,Ramp Plane,0.0,0,94.46,0.84,6.36,1,16000000,139653,84.0
Wenshan District,Land+Building,36.03,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,79.0,107.7,3,2,1,0,No carpark,0.0,0,84.78,4.94,6.75,0,13150000,122098,79.0
ZhongZheng District,Land+Building+Garage,25.74,109,1,2,1,16.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,188.39,3,2,1,1,Ramp Plane,0.0,0,101.26,1.93,14.88,1,47500000,252137,87.0
Wanhua District,Land+Building+Garage,15.93,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,117.97,2,1,1,1,Ramp Plane,35.21,0,45.44,6.15,4.67,1,16350000,138583,107.0
Wanhua District,Land+Building,7.13,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,76.0,51.04,1,1,1,1,No carpark,0.0,0,30.52,7.92,0.0,1,7550000,147923,76.0
Neihu District,Land+Building+Garage,49.87,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,295.59,3,3,1,1,Ramp Plane,27.74,2900000,158.48,14.9,15.89,1,58000000,205712,102.0
Zhongshan District,Land+Building+Garage,3.78,109,1,3,1,18.0,Apartment_11storeyorgreater,Other,99.0,74.74,1,1,1,1,Lifting Plane,19.26,0,31.58,1.05,4.39,1,15380000,205780,99.0
Zhongshan District,Land+Building,23.75,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,57.0,59.0,3,3,1,0,No carpark,0.0,0,52.33,0.0,6.67,0,12080000,204746,57.0
Zhongshan District,Land+Building,3.69,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,41.98,0,1,1,1,No carpark,0.0,0,22.96,1.04,2.93,1,10680000,254407,99.0
Zhongshan District,Land+Building,9.93,109,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,64.56,1,1,1,1,No carpark,0.0,0,38.3,1.67,3.17,1,15880000,245973,108.0
Zhongshan District,Land+Building+Garage,13.57,109,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,123.16,2,1,1,1,Ramp Plane,35.12,2000000,50.5,4.12,4.71,1,24050000,250454,108.0
Zhongshan District,Land+Building,13.67,109,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,87.75,2,1,1,1,No carpark,0.0,0,51.53,1.54,5.24,1,21680000,247066,108.0
Zhongshan District,Land+Building+Garage,13.74,109,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,126.08,2,1,1,1,Ramp Plane,38.04,2200000,50.5,4.12,4.71,1,24000000,247615,108.0
Zhongshan District,Land+Building+Garage,54.65,109,1,1,2,8.0,Apartment_5to10storey,Reinforced Concrete,86.0,248.05,3,2,1,1,Ramp Plane,0.0,0,205.48,0.77,13.27,1,47880000,193033,86.0
Neihu District,Land+Building+Garage,17.38,109,1,1,2,29.0,Apartment_11storeyorgreater,Other,107.0,267.73,0,0,0,1,Ramp Plane,58.2,4100000,121.63,3.29,17.12,1,62000000,276333,107.0
Neihu District,Land+Building+Garage,20.61,109,1,1,2,29.0,Apartment_11storeyorgreater,Other,107.0,309.15,0,0,0,1,Ramp Plane,58.2,4600000,145.47,6.71,18.1,1,67660000,251285,107.0
Neihu District,Land+Building+Garage,20.2,109,1,1,1,29.0,Apartment_11storeyorgreater,Other,107.0,279.78,4,2,1,1,Ramp Plane,29.1,2050000,145.47,6.71,18.1,1,65000000,251117,107.0
Zhongshan District,Land+Building,15.98,107,2,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,154.03,3,2,1,1,No carpark,0.0,0,176.7,10.09,17.45,1,49650000,322340,109.0
Zhongshan District,Land+Building+Garage,15.92,107,2,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,172.92,3,2,1,1,Lifting Plane,19.59,2300000,176.7,10.09,17.45,1,51940000,323746,109.0
Neihu District,Land+Building+Garage,7.55,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,108.0,59.18,1,1,1,1,Tower,0.0,0,23.65,2.25,5.48,1,14560000,246029,108.0
Neihu District,Land+Building,14.66,109,1,2,0,8.0,Apartment_5to10storey,Reinforced Concrete,87.0,48.1,2,1,1,1,No carpark,0.0,0,34.76,0.0,3.4,1,11970000,248857,87.0
Neihu District,Land+Building+Garage,23.61,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,155.06,3,2,1,1,Ramp Plane,0.0,0,81.45,9.68,9.16,1,27400000,176706,85.0
Neihu District,Land+Building,4.32,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,84.0,37.22,1,1,1,1,No carpark,0.0,0,15.79,12.85,2.97,1,8080000,217088,84.0
Neihu District,Land+Building+Garage,20.0,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,89.06,2,1,1,1,Ramp Machinery,16.67,0,72.49,0.49,11.68,1,10000000,112284,84.0
Neihu District,Land+Building,39.72,109,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,105.93,3,1,1,1,No carpark,0.0,0,71.56,0.0,7.13,1,17000000,160483,73.0
Zhongshan District,Land+Building+Garage,3.43,109,1,3,1,18.0,Apartment_11storeyorgreater,Other,99.0,69.21,0,0,0,1,Lifting Plane,0.0,0,28.88,1.25,3.19,1,14000000,202283,99.0
Zhongshan District,Land+Building+Garage,15.99,107,2,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,173.63,3,2,1,1,Lifting Plane,19.59,2600000,88.61,5.0,8.75,1,53680000,331602,109.0
Neihu District,Land+Building+Garage,42.11,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,90.0,220.69,3,2,1,1,Ramp Plane,0.0,0,105.37,0.0,11.74,1,37000000,167656,90.0
Zhongshan District,Land+Building,5.79,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,65.0,37.2,2,1,1,1,No carpark,0.0,0,22.2,0.0,15.0,1,7360000,197849,65.0
