district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Neihu District,Land+Building+Garage,21.11,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,162.43,4,2,1,1,Ramp Plane,26.12,2500000,76.31,4.28,12.49,1,37600000,257501,93.0
Neihu District,Land+Building+Garage,48.01,109,1,1,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,313.37,4,2,1,1,Ramp Plane,69.5,5000000,148.37,5.06,16.41,1,55000000,205027,99.0
Zhongshan District,Land+Building,7.97,109,1,1,0,12.0,Apartment_11storeyorgreater,Other,105.0,61.83,1,1,1,0,No carpark,0.0,0,33.26,4.15,3.05,1,17300000,279799,105.0
Neihu District,Land+Building,19.55,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,67.0,53.47,3,3,1,0,No carpark,0.0,0,43.91,0.0,9.56,0,8600000,160838,67.0
Neihu District,Land+Building+Garage,43.78,109,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,277.48,4,2,1,1,Ramp Plane,0.0,0,117.32,3.01,11.89,1,42500000,153164,97.0
Neihu District,Land+Building+Garage,26.38,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,163.53,3,2,1,1,Ramp Plane,32.52,2500000,80.44,5.08,11.0,1,29700000,207618,98.0
Neihu District,Land+Building,7.15,109,1,1,0,21.0,Apartment_11storeyorgreater,Reinforced Concrete,86.0,40.44,1,1,1,1,No carpark,0.0,0,22.85,1.35,3.98,1,8100000,200297,86.0
Zhongshan District,Land+Building,31.8,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,105.0,4,4,1,0,No carpark,0.0,0,94.9,0.0,10.1,0,14500000,138095,70.0
Beitou District,Land+Building,76.0,109,1,1,0,2.0,House,Strengthened Brickwork,62.0,87.36,5,2,1,0,No carpark,0.0,0,87.36,0.0,0.0,0,15150000,173420,62.0
Beitou District,Land+Building,14.03,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,85.0,57.53,2,1,1,1,No carpark,0.0,0,30.92,1.88,4.99,1,10180000,176951,85.0
Beitou District,Land+Building,42.5,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,120.32,3,2,1,0,No carpark,0.0,0,93.21,0.0,10.45,0,16000000,132979,77.0
Beitou District,Land+Building,35.1,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,111.95,3,2,1,0,No carpark,0.0,0,89.91,0.0,13.02,0,8900000,79500,73.0
Nangang District,Land+Building+Garage,21.73,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,98.0,129.62,2,1,1,1,Lifting Machinery,46.83,2200000,49.05,2.41,6.62,1,20060000,215727,98.0
Xinyi District,Land+Building,20.46,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,79.0,104.79,1,1,1,1,No carpark,0.0,0,69.38,0.0,10.86,1,17650000,168432,79.0
Xinyi District,Land+Building+Garage,11.15,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,98.0,70.06,1,1,1,1,other,0.0,0,25.61,2.71,2.32,1,13500000,192664,98.0
Xinyi District,Land+Building,18.28,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,79.0,94.68,3,2,1,0,No carpark,0.0,0,69.21,1.89,8.22,1,18000000,190114,79.0
Songshan District,Land+Building,36.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,90.88,4,2,1,0,No carpark,0.0,0,90.88,0.0,0.0,0,25500000,280590,
Xinyi District,Land+Building,33.66,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,122.41,3,2,1,0,No carpark,0.0,0,89.27,12.82,9.34,0,12950000,105792,76.0
Xinyi District,Land+Building,13.99,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,83.15,1,2,1,1,No carpark,0.0,0,40.1,9.66,5.34,1,13500000,162357,103.0
Songshan District,Land+Building,9.9,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,75.0,62.78,1,1,1,1,No carpark,0.0,0,30.17,0.0,10.14,1,13800000,219815,75.0
Daan District,Land+Building,38.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,53.0,98.19,4,4,1,0,No carpark,0.0,0,86.19,0.0,12.0,0,24200000,246461,53.0
Daan District,Land+Building,32.3,109,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,131.41,3,2,1,0,No carpark,0.0,0,97.87,0.0,9.88,0,24200000,184156,76.0
Daan District,Land+Building+Garage,20.16,109,1,4,1,24.0,Apartment_11storeyorgreater,Other,108.0,176.17,2,2,1,1,Ramp Plane,45.42,2900000,80.91,0.0,6.28,1,48680000,350134,108.0
Daan District,Land+Building,10.75,109,1,2,0,10.0,Apartment_5to10storey,Reinforced Concrete,96.0,48.02,1,1,1,1,No carpark,0.0,0,23.43,0.0,5.96,1,14380000,299459,96.0
Daan District,Land+Building,29.72,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,166.64,4,2,1,0,No carpark,0.0,0,116.71,0.0,35.07,1,45000000,270043,
Daan District,Land+Building,40.5,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,93.68,4,2,1,0,No carpark,0.0,0,79.05,0.0,14.63,0,23250000,248185,
Songshan District,Land+Building,3.31,109,1,2,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,28.79,1,1,1,1,No carpark,0.0,0,12.73,0.0,5.52,1,9400000,326502,97.0
Xinyi District,Land+Building,7.22,109,1,1,0,19.0,Apartment_11storeyorgreater,Other,95.0,46.34,1,1,1,1,No carpark,0.0,0,25.76,1.91,2.97,1,11800000,254640,95.0
Songshan District,Land+Building,6.56,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,69.3,2,1,1,1,No carpark,0.0,0,46.99,0.0,6.05,1,15680000,226263,78.0
Beitou District,Land+Building+Garage,7.83,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,105.0,51.24,2,2,1,1,Ramp Plane,0.0,0,21.73,0.98,1.9,1,7400000,144418,105.0
Shilin District,Land+Building,24.81,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,76.0,130.71,3,2,1,0,No carpark,0.0,0,109.18,0.0,9.79,1,28000000,214215,76.0
Shilin District,Land+Building+Garage,74.34,109,1,1,1,5.0,House,Reinforced Concrete,77.0,256.54,5,3,1,1,Ramp Plane,0.0,0,198.99,32.56,11.88,0,40000000,155927,77.0
Beitou District,Land+Building,13.42,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,75.16,2,1,1,1,No carpark,0.0,0,58.77,0.0,8.45,1,10100000,134380,73.0
Shilin District,Land+Building,30.82,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,105.0,81.76,0,0,0,1,No carpark,0.0,0,35.26,1.93,4.2,1,11000000,134557,105.0
Zhongshan District,Land+Building+Garage,11.64,109,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,109.4,2,1,1,1,Tower,13.88,1500000,50.83,0.0,11.16,1,20600000,199958,102.0
Zhongshan District,Land+Building+Garage,29.36,109,1,2,3,14.0,Apartment_11storeyorgreater,Other,100.0,459.42,4,3,1,1,Ramp Plane,123.75,10000000,203.84,10.9,15.93,1,106450000,287336,100.0
Wanhua District,Land+Building,13.46,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,53.81,2,2,1,0,No carpark,0.0,0,51.26,0.0,2.55,1,2200000,40885,70.0
Wanhua District,Building,0.0,109,1,0,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,110.45,3,2,1,0,No carpark,0.0,0,94.71,0.0,9.63,0,5000000,45269,77.0
Wanhua District,Land+Building,11.55,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,132.36,3,2,1,1,No carpark,0.0,0,89.28,3.68,4.81,1,20000000,151103,97.0
Datong District,Land+Building,31.29,109,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,143.02,0,0,0,0,No carpark,0.0,0,121.96,1.29,12.57,1,19000000,132858,76.0
Datong District,Land+Building,31.29,109,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,143.02,0,0,0,0,No carpark,0.0,0,121.96,1.29,12.57,1,19000000,132858,76.0
Datong District,Land+Building,31.29,109,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,143.02,0,0,0,0,No carpark,0.0,0,121.96,1.3,12.58,1,19580000,136914,76.0
Wanhua District,Land+Building,20.74,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,87.79,3,1,1,0,No carpark,0.0,0,66.94,0.0,9.81,0,8750000,99670,70.0
Datong District,Land+Building+Garage,20.78,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,216.28,4,2,1,1,Ramp Plane,35.85,3000000,111.98,2.65,11.33,1,52600000,274899,106.0
Wanhua District,Land+Building,34.57,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,110.44,4,1,1,1,No carpark,0.0,0,89.22,0.0,11.25,0,13580000,122963,72.0
Datong District,Land+Building,13.2,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,66.0,46.91,2,1,1,0,No carpark,0.0,0,39.08,0.0,7.83,0,8300000,176935,66.0
ZhongZheng District,Land+Building+Garage,4.49,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,71.58,1,1,1,1,Lifting Plane,0.0,0,35.26,0.0,3.35,1,17900000,250105,104.0
